"State","HasMoreData","StatusMessage","Location","Command","JobStateInfo","Finished","InstanceId","Id","Name","ChildJobs","PSBeginTime","PSEndTime","PSJobTypeName","Output","Error","Progress","Verbose","Debug","Warning","Information"
"Running","True",,"192.168.1.28","Get-Service | Where-Object {$_.Status-eq ""Running""}","Running","System.Threading.ManualResetEvent","97c1f3c8-e51a-4ed1-9c8f-8b2151c2cc95","30","GetRemServices","System.Collections.Generic.List`1[System.Management.Automation.Job]","11/1/2020 7:16:49 PM",,"RemoteJob","System.Management.Automation.PSDataCollection`1[System.Management.Automation.PSObject]","System.Management.Automation.PSDataCollection`1[System.Management.Automation.ErrorRecord]","System.Management.Automation.PSDataCollection`1[System.Management.Automation.ProgressRecord]","System.Management.Automation.PSDataCollection`1[System.Management.Automation.VerboseRecord]","System.Management.Automation.PSDataCollection`1[System.Management.Automation.DebugRecord]","System.Management.Automation.PSDataCollection`1[System.Management.Automation.WarningRecord]","System.Management.Automation.PSDataCollection`1[System.Management.Automation.InformationRecord]"
